CODIGO;DESCRICAO
5620102;Serviços de alimentaçăo para eventos e recepçőes - bufę
5620103;Cantinas - serviços de alimentaçăo privativos
5620104;Fornecimento de alimentos preparados preponderantemente para consumo domiciliar
5811500;Ediçăo de livros
5812300;Ediçăo de jornais
5812301;Ediçăo de jornais diários
5812302;Ediçăo de jornais năo diários
5813100;Ediçăo de revistas
5819100;Ediçăo de cadastros, listas e de outros produtos gráficos
5821200;Ediçăo integrada ŕ impressăo de livros
5822100;Ediçăo integrada ŕ impressăo de jornais
5822101;Ediçăo integrada ŕ impressăo de jornais diários
5822102;Ediçăo integrada ŕ impressăo de jornais năo diários
5823900;Ediçăo integrada ŕ impressăo de revistas
5829800;Ediçăo integrada ŕ impressăo de cadastros, listas e de outros produtos gráficos
5911101;Estúdios cinematográficos
5911102;Produçăo de filmes para publicidade
5911199;Atividades de produçăo cinematográfica, de vídeos e de programas de televisăo năo especificadas anteriormente
5912001;Serviços de dublagem
5912002;Serviços de mixagem sonora em produçăo audiovisual
5912099;Atividades de pós-produçăo cinematográfica, de vídeos e de programas de televisăo năo especificadas anteriormente
5913800;Distribuiçăo cinematográfica, de vídeo e de programas de televisăo
5914600;Atividades de exibiçăo cinematográfica
5920100;Atividades de gravaçăo de som e de ediçăo de música
6010100;Atividades de rádio
6021700;Atividades de televisăo aberta
6022501;Programadoras
6022502;Atividades relacionadas ŕ televisăo por assinatura, exceto programadoras
6110801;Serviços de telefonia fixa comutada - STFC
6110802;Serviços de redes de transportes de telecomunicaçőes - SRTT
6110803;Serviços de comunicaçăo multimídia - SCM
6110899;Serviços de telecomunicaçőes por fio năo especificados anteriormente
6120501;Telefonia móvel celular
6120502;Serviço móvel especializado - SME
6120599;Serviços de telecomunicaçőes sem fio năo especificados anteriormente
6130200;Telecomunicaçőes por satélite
6141800;Operadoras de televisăo por assinatura por cabo
6142600;Operadoras de televisăo por assinatura por microondas
6143400;Operadoras de televisăo por assinatura por satélite
6190601;Provedores de acesso ŕs redes de comunicaçőes
6190602;Provedores de voz sobre protocolo internet - VOIP
6190699;Outras atividades de telecomunicaçőes năo especificadas anteriormente
6201500;Desenvolvimento de programas de computador sob encomenda
6201501;Desenvolvimento de programas de computador sob encomenda
6201502;Web design
6202300;Desenvolvimento e licenciamento de programas de computador customizáveis
6203100;Desenvolvimento e licenciamento de programas de computador năo-customizáveis
6204000;Consultoria em tecnologia da informaçăo
6209100;Suporte técnico, manutençăo e outros serviços em tecnologia da informaçăo
6311900;Tratamento de dados, provedores de serviços de aplicaçăo e serviços de hospedagem na internet
6319400;Portais, provedores de conteúdo e outros serviços de informaçăo na internet
6391700;Agęncias de notícias
6399200;Outras atividades de prestaçăo de serviços de informaçăo năo especificadas anteriormente
6410700;Banco Central
6421200;Bancos comerciais
6422100;Bancos múltiplos, com carteira comercial
6423900;Caixas econômicas
6424701;Bancos cooperativos
6424702;Cooperativas centrais de crédito
6424703;Cooperativas de crédito mútuo
6424704;Cooperativas de crédito rural
6431000;Bancos múltiplos, sem carteira comercial
6432800;Bancos de investimento
6433600;Bancos de desenvolvimento
6434400;Agęncias de fomento
6435201;Sociedades de crédito imobiliário
6435202;Associaçőes de poupança e empréstimo
6435203;Companhias hipotecárias
6436100;Sociedades de crédito, financiamento e investimento - financeiras
6437900;Sociedades de crédito ao microempreendedor
6438701;Bancos de câmbio
6438799;Outras instituiçőes de intermediaçăo năo-monetária năo especificadas anteriormente
6440900;Arrendamento mercantil
6450600;Sociedades de capitalizaçăo
6461100;Holdings de instituiçőes financeiras
6462000;Holdings de instituiçőes năo-financeiras
6463800;Outras sociedades de participaçăo, exceto holdings
6470101;Fundos de investimento, exceto previdenciários e imobiliários
6470102;Fundos de investimento previdenciários
6470103;Fundos de investimento imobiliários
6491300;Sociedades de fomento mercantil - factoring
6492100;Securitizaçăo de créditos
6493000;Administraçăo de consórcios para aquisiçăo de bens e direitos
6499901;Clubes de investimento
6499902;Sociedades de investimento
6499903;Fundo garantidor de crédito
6499904;Caixas de financiamento de corporaçőes
6499905;Concessăo de crédito pelas OSCIP
6499999;Outras atividades de serviços financeiros năo especificadas anteriormente
6511101;Sociedade seguradora de seguros vida
6511102;Planos de auxílio-funeral
6512000;Sociedade seguradora de seguros năo vida
6520100;Sociedade seguradora de seguros saúde
6530800;Resseguros
6541300;Previdęncia complementar fechada
6542100;Previdęncia complementar aberta
6550200;Planos de saúde
6611801;Bolsa de valores
6611802;Bolsa de mercadorias
6611803;Bolsa de mercadorias e futuros
6611804;Administraçăo de mercados de balcăo organizados
6612601;Corretoras de títulos e valores mobiliários
6612602;Distribuidoras de títulos e valores mobiliários
6612603;Corretoras de câmbio
6612604;Corretoras de contratos de mercadorias
6612605;Agentes de investimentos em aplicaçőes financeiras
6613400;Administraçăo de cartőes de crédito
6619301;Serviços de liquidaçăo e custódia
6619302;Correspondentes de instituiçőes financeiras
6619303;Representaçőes de bancos estrangeiros
6619304;Caixas eletrônicos
6619305;Operadoras de cartőes de débito
6619399;Outras atividades auxiliares dos serviços financeiros năo especificadas anteriormente
6621501;Peritos e avaliadores de seguros
6621502;Auditoria e consultoria atuarial
6622300;Corretores e agentes de seguros, de planos de previdęncia complementar e de saúde
6629100;Atividades auxiliares dos seguros, da previdęncia complementar e dos planos de saúde năo especificadas anteriormente
6630400;Atividades de administraçăo de fundos por contrato ou comissăo
6810201;Compra e venda de imóveis próprios
6810202;Aluguel de imóveis próprios
6810203;Loteamento de imóveis próprios
6821801;Corretagem na compra e venda e avaliaçăo de imóveis
6821802;Corretagem no aluguel de imóveis
6822600;Gestăo e administraçăo da propriedade imobiliária
6911701;Serviços advocatícios
6911702;Atividades auxiliares da justiça
6911703;Agente de propriedade industrial
6912500;Cartórios
6920601;Atividades de contabilidade
6920602;Atividades de consultoria e auditoria contábil e tributária
7020400;Atividades de consultoria em gestăo empresarial, exceto consultoria técnica específica
7111100;Serviços de arquitetura
7112000;Serviços de engenharia
7119701;Serviços de cartografia, topografia e geodésia
7119702;Atividades de estudos geológicos
7119703;Serviços de desenho técnico relacionados ŕ arquitetura e engenharia
7119704;Serviços de perícia técnica relacionados ŕ segurança do trabalho
7119799;Atividades técnicas relacionadas ŕ engenharia e arquitetura năo especificadas anteriormente
7120100;Testes e análises técnicas
7210000;Pesquisa e desenvolvimento experimental em cięncias físicas e naturais
7220700;Pesquisa e desenvolvimento experimental em cięncias sociais e humanas
7311400;Agęncias de publicidade
7312200;Agenciamento de espaços para publicidade, exceto em veículos de comunicaçăo
7319001;Criaçăo de estandes para feiras e exposiçőes
7319002;Promoçăo de vendas
7319003;Marketing direto
7319004;Consultoria em publicidade
7319099;Outras atividades de publicidade năo especificadas anteriormente
7320300;Pesquisas de mercado e de opiniăo pública
7410201;Design
7410202;Design de interiores
7410203;Design de produto
7410299;atividades de design năo especificadas anteriormente
7420001;Atividades de produçăo de fotografias, exceto aérea e submarina
7420002;Atividades de produçăo de fotografias aéreas e submarinas
7420003;Laboratórios fotográficos
7420004;Filmagem de festas e eventos
7420005;Serviços de microfilmagem
7490101;Serviços de traduçăo, interpretaçăo e similares
7490102;Escafandria e mergulho
7490103;Serviços de agronomia e de consultoria ŕs atividades agrícolas e pecuárias
7490104;Atividades de intermediaçăo e agenciamento de serviços e negócios em geral, exceto imobiliários
7490105;Agenciamento de profissionais para atividades esportivas, culturais e artísticas
7490199;Outras atividades profissionais, científicas e técnicas năo especificadas anteriormente
7500100;Atividades veterinárias
7711000;Locaçăo de automóveis sem condutor
7719501;Locaçăo de embarcaçőes sem tripulaçăo, exceto para fins recreativos
7719502;Locaçăo de aeronaves sem tripulaçăo
7719599;Locaçăo de outros meios de transporte năo especificados anteriormente, sem condutor
7721700;Aluguel de equipamentos recreativos e esportivos
7722500;Aluguel de fitas de vídeo, DVDs e similares
7723300;Aluguel de objetos do vestuário, jóias e acessórios
7729201;Aluguel de aparelhos de jogos eletrônicos
7729202;"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais"
7729203;Aluguel de material médico
7729299;Aluguel de outros objetos pessoais e domésticos năo especificados anteriormente
7731400;Aluguel de máquinas e equipamentos agrícolas sem operador
7732201;Aluguel de máquinas e equipamentos para construçăo sem operador, exceto andaimes
7732202;Aluguel de andaimes
7733100;Aluguel de máquinas e equipamentos para escritórios
7739001;Aluguel de máquinas e equipamentos para extraçăo de minérios e petróleo, sem operador
7739002;Aluguel de equipamentos científicos, médicos e hospitalares, sem operador
7739003;Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes
7739099;Aluguel de outras máquinas e equipamentos comerciais e industriais năo especificados anteriormente, sem operador
7740300;Gestăo de ativos intangíveis năo-financeiros
7810800;Seleçăo e agenciamento de măo-de-obra
7820500;Locaçăo de măo-de-obra temporária
7830200;Fornecimento e gestăo de recursos humanos para terceiros
7911200;Agęncias de viagens
7912100;Operadores turísticos
7990200;Serviços de reservas e outros serviços de turismo năo especificados anteriormente
8011101;Atividades de vigilância e segurança privada
8011102;Serviços de adestramento de căes de guarda
8012900;Atividades de transporte de valores
8020000;Atividades de monitoramento de sistemas de segurança
8020001;Atividades de monitoramento de sistemas de segurança eletrônico
8020002;Outras atividades de serviços de segurança
8030700;Atividades de investigaçăo particular
8111700;Serviços combinados para apoio a edifícios, exceto condomínios prediais
8112500;Condomínios prediais
8121400;Limpeza em prédios e em domicílios
8122200;Imunizaçăo e controle de pragas urbanas
8129000;Atividades de limpeza năo especificadas anteriormente
8130300;Atividades paisagísticas
8211300;Serviços combinados de escritório e apoio administrativo
8219901;Fotocópias
8219999;Preparaçăo de documentos e serviços especializados de apoio administrativo năo especificados anteriormente
8220200;Atividades de teleatendimento
8230001;Serviços de organizaçăo de feiras, congressos, exposiçőes e festas
8230002;Casas de festas e eventos
8291100;Atividades de cobranças e informaçőes cadastrais
8292000;Envasamento e empacotamento sob contrato
8299701;Mediçăo de consumo de energia elétrica, gás e água
8299702;Emissăo de vales-alimentaçăo, vales-transporte e similares
8299703;Serviços de gravaçăo de carimbos, exceto confecçăo
8299704;Leiloeiros independentes
8299705;Serviços de levantamento de fundos sob contrato
8299706;Casas lotéricas
8299707;Salas de acesso ŕ internet
8299799;Outras atividades de serviços prestados principalmente ŕs empresas năo especificadas anteriormente
8411600;Administraçăo pública em geral
8412400;Regulaçăo das atividades de saúde, educaçăo, serviços culturais e outros serviços sociais
8413200;Regulaçăo das atividades econômicas
8421300;Relaçőes exteriores
8422100;Defesa
8423000;Justiça
8424800;Segurança e ordem pública
8425600;Defesa Civil
8430200;Seguridade social obrigatória
8511200;Educaçăo infantil - creche
8512100;Educaçăo infantil - pré-escola
8513900;Ensino fundamental
8520100;Ensino médio
8531700;Educaçăo superior - graduaçăo
8532500;Educaçăo superior - graduaçăo e pós-graduaçăo
8533300;Educaçăo superior - pós-graduaçăo e extensăo
8541400;Educaçăo profissional de nível técnico
8542200;Educaçăo profissional de nível tecnológico
8550301;Administraçăo de caixas escolares
8550302;Atividades de apoio ŕ educaçăo, exceto caixas escolares
8591100;Ensino de esportes
8592901;Ensino de dança
8592902;Ensino de artes cęnicas, exceto dança
8592903;Ensino de música
8592999;Ensino de arte e cultura năo especificado anteriormente
8593700;Ensino de idiomas
8599601;Formaçăo de condutores
8599602;Cursos de pilotagem
8599603;Treinamento em informática
8599604;Treinamento em desenvolvimento profissional e gerencial
8599605;Cursos preparatórios para concursos
8599699;Outras atividades de ensino năo especificadas anteriormente
8610101;Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgęncias
8610102;Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgęncias
8621601;UTI móvel
8621602;Serviços móveis de atendimento a urgęncias, exceto por UTI móvel
8622400;Serviços de remoçăo de pacientes, exceto os serviços móveis de atendimento a urgęncias
8630501;Atividade médica ambulatorial com recursos para realizaçăo de procedimentos cirúrgicos
8630502;Atividade médica ambulatorial com recursos para realizaçăo de exames complementares
8630503;Atividade médica ambulatorial restrita a consultas
8630504;Atividade odontológica
8630505;Atividade odontológica sem recursos para realizaçăo de procedimentos cirúrgicos
8630506;Serviços de vacinaçăo e imunizaçăo humana
8630507;Atividades de reproduçăo humana assistida
8630599;Atividades de atençăo ambulatorial năo especificadas anteriormente
8640201;Laboratórios de anatomia patológica e citológica
8640202;Laboratórios clínicos
8640203;Serviços de diálise e nefrologia
8640204;Serviços de tomografia
8640205;Serviços de diagnóstico por imagem com uso de radiaçăo ionizante, exceto tomografia
8640206;Serviços de ressonância magnética
8640207;Serviços de diagnóstico por imagem sem uso de radiaçăo ionizante, exceto ressonância magnética
8640208;Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos
8640209;Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos
8640210;Serviços de quimioterapia
8640211;Serviços de radioterapia
8640212;Serviços de hemoterapia
8640213;Serviços de litotripcia
8640214;Serviços de bancos de células e tecidos humanos
8640299;Atividades de serviços de complementaçăo diagnóstica e terapęutica năo especificadas anteriormente
8650001;Atividades de enfermagem
8650002;Atividades de profissionais da nutriçăo
8650003;Atividades de psicologia e psicanálise
8650004;Atividades de fisioterapia
8650005;Atividades de terapia ocupacional
8650006;Atividades de fonoaudiologia
8650007;Atividades de terapia de nutriçăo enteral e parenteral
8650099;Atividades de profissionais da área de saúde năo especificadas anteriormente
8660700;Atividades de apoio ŕ gestăo de saúde
8690901;Atividades de práticas integrativas e complementares em saúde humana
8690902;Atividades de banco de leite humano
8690903;Atividades de acupuntura
8690904;Atividades de podologia
8690999;Outras atividades de atençăo ŕ saúde humana năo especificadas anteriormente
8711501;Clínicas e residęncias geriátricas
8711502;Instituiçőes de longa permanęncia para idosos
8711503;Atividades de assistęncia a deficientes físicos, imunodeprimidos e convalescentes
8711504;Centros de apoio a pacientes com câncer e com AIDS
8711505;Condomínios residenciais para idosos e deficientes físicos
8712300;Atividades de fornecimento de infra-estrutura de apoio e assistęncia a paciente no domicílio
8720401;Atividades de centros de assistęncia psicossocial
8720499;Atividades de assistęncia psicossocial e ŕ saúde a portadores de distúrbios psíquicos, deficięncia mental e dependęncia química e grupos similares năo
8730101;Orfanatos
8730102;Albergues assistenciais
8730199;Atividades de assistęncia social prestadas em residęncias coletivas e particulares năo especificadas anteriormente
8800600;Serviços de assistęncia social sem alojamento
9001901;Produçăo teatral
9001902;Produçăo musical
9001903;Produçăo de espetáculos de dança
9001904;Produçăo de espetáculos circenses, de marionetes e similares
9001905;Produçăo de espetáculos de rodeios, vaquejadas e similares
9001906;Atividades de sonorizaçăo e de iluminaçăo
9001999;Artes cęnicas, espetáculos e atividades complementares năo especificadas anteriormente
9002701;Atividades de artistas plásticos, jornalistas independentes e escritores
9002702;Restauraçăo de obras-de-arte
9003500;Gestăo de espaços para artes cęnicas, espetáculos e outras atividades artísticas
9101500;Atividades de bibliotecas e arquivos
9102301;Atividades de museus e de exploraçăo de lugares e prédios históricos e atraçőes similares
9102302;Restauraçăo e conservaçăo de lugares e prédios históricos
9103100;Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteçăo ambiental
9200301;Casas de bingo
9200302;Exploraçăo de apostas em corridas de cavalos
9200399;Exploraçăo de jogos de azar e apostas năo especificados anteriormente
9311500;Gestăo de instalaçőes de esportes
9312300;Clubes sociais, esportivos e similares
9313100;Atividades de condicionamento físico
9319101;Produçăo e promoçăo de eventos esportivos
9319199;Outras atividades esportivas năo especificadas anteriormente
9321200;Parques de diversăo e parques temáticos
9329801;Discotecas, danceterias, salőes de dança e similares
9329802;Exploraçăo de boliches
9329803;Exploraçăo de jogos de sinuca, bilhar e similares
9329804;Exploraçăo de jogos eletrônicos recreativos
9329899;Outras atividades de recreaçăo e lazer năo especificadas anteriormente
9411100;Atividades de organizaçőes associativas patronais e empresariais
9412000;Atividades de organizaçőes associativas profissionais
9412001;Atividades de fiscalizaçăo profissional
9412099;Outras atividades associativas profissionais
9420100;Atividades de organizaçőes sindicais
9430800;Atividades de associaçőes de defesa de direitos sociais
9491000;Atividades de organizaçőes religiosas ou filosóficas
9492800;Atividades de organizaçőes políticas
9493600;Atividades de organizaçőes associativas ligadas ŕ cultura e ŕ arte
9499500;Atividades associativas năo especificadas anteriormente
9511800;Reparaçăo e manutençăo de computadores e de equipamentos periféricos
9512600;Reparaçăo e manutençăo de equipamentos de comunicaçăo
9521500;Reparaçăo e manutençăo de equipamentos eletroeletrônicos de uso pessoal e doméstico
9529101;Reparaçăo de calçados, bolsas e artigos de viagem
9529102;Chaveiros
9529103;Reparaçăo de relógios
9529104;Reparaçăo de bicicletas, triciclos e outros veículos năo-motorizados
9529105;Reparaçăo de artigos do mobiliário
9529106;Reparaçăo de jóias
9529199;Reparaçăo e manutençăo de outros objetos e equipamentos pessoais e domésticos năo especificados anteriormente
9601701;Lavanderias
9601702;Tinturarias
9601703;Toalheiros
9602501;Cabeleireiros, manicure e pedicure
9602502;Atividades de estética e outros serviços de cuidados com a beleza
9603301;Gestăo e manutençăo de cemitérios
9603302;Serviços de cremaçăo
9603303;Serviços de sepultamento
9603304;Serviços de funerárias
9603305;Serviços de somatoconservaçăo
9603399;Atividades funerárias e serviços relacionados năo especificados anteriormente
9609201;Clinicas de estética e similares
9609202;Agęncias matrimoniais
9609203;Alojamento, higiene e embelezamento de animais
9609204;Exploraçăo de máquinas de serviços pessoais acionadas por moeda
9609205;Atividades de sauna e banhos
9609206;Serviços de tatuagem e colocaçăo de piercing
9609207;Alojamento de animais domésticos
9609208;Higiene e embelezamento de animais domésticos
9609299;Outras atividades de serviços pessoais năo especificadas anteriormente
9700500;Serviços domésticos
9900800;Organismos internacionais e outras instituiçőes extraterritoriais
8888888;Atividade Econônica năo informada
